chicago_reader_href,date_created,date_updated,username,is_scraped
 http://www.chicagoreader.com/chicago/mindless-kicks/Content?oid=889821,2020-05-01 19:41:53.928999,2020-05-01 19:41:53.929001,Prathyusha,
 http://www.chicagoreader.com/chicago/the-taste-of-ashes/Content?oid=919559,2020-05-01 19:41:53.929016,2020-05-01 19:41:53.929017,Prathyusha,
 http://www.chicagoreader.com/chicago/shallow-gallo/Content?oid=916522,2020-05-01 19:41:53.929032,2020-05-01 19:41:53.929033,Prathyusha,
http://www.chicagoreader.com/chicago/kings-of-comedy/Content?oid=925562,2020-05-01 19:41:53.929048,2020-05-01 19:41:53.929049,Prathyusha,
 http://www.chicagoreader.com/chicago/revenge-is-bitter/Content?oid=896953,2020-05-01 19:41:53.929063,2020-05-01 19:41:53.929064,Prathyusha,
 http://www.chicagoreader.com/chicago/rocking-the-vote/Content?oid=896340,2020-05-01 19:41:53.929078,2020-05-01 19:41:53.929080,Prathyusha,
http://www.chicagoreader.com/chicago/one-man-armada/Content?oid=903827,2020-05-01 19:41:53.929093,2020-05-01 19:41:53.929094,Prathyusha,
 http://www.chicagoreader.com/chicago/tales-from-the-vault/Content?oid=917461,2020-05-01 19:41:53.929107,2020-05-01 19:41:53.929109,Prathyusha,
 http://www.chicagoreader.com/chicago/primitive-for-a-day/Content?oid=897620,2020-05-01 19:41:53.929122,2020-05-01 19:41:53.929124,Prathyusha,
 http://www.chicagoreader.com/chicago/in-the-company-of-women/Content?oid=907258,2020-05-01 19:41:53.929138,2020-05-01 19:41:53.929139,Prathyusha,
 http://www.chicagoreader.com/chicago/glimspe-of-a-rare-bird/Content?oid=914510,2020-05-01 19:41:53.929154,2020-05-01 19:41:53.929155,Prathyusha,
 http://www.chicagoreader.com/chicago/dark-star/Content?oid=890912,2020-05-01 19:41:53.929170,2020-05-01 19:41:53.929171,Prathyusha,
 http://www.chicagoreader.com/chicago/tribal-trouble/Content?oid=885240,2020-05-01 19:41:53.929487,2020-05-01 19:41:53.929490,Prathyusha,
 http://www.chicagoreader.com/chicago/california-trilogy/Content?oid=907971,2020-05-01 19:41:53.929532,2020-05-01 19:41:53.929534,Prathyusha,
 http://www.chicagoreader.com/chicago/dubbed-and-dubber/Content?oid=892741,2020-05-01 19:41:53.929554,2020-05-01 19:41:53.929555,Prathyusha,
http://www.chicagoreader.com/chicago/bag-of-tics/Content?oid=878654,2020-05-01 19:41:53.929573,2020-05-01 19:41:53.929575,Prathyusha,
 http://www.chicagoreader.com/chicago/the-constant-compromise/Content?oid=920227,2020-05-01 19:41:53.929592,2020-05-01 19:41:53.929594,Prathyusha,
 http://www.chicagoreader.com/chicago/yesterdays-news/Content?oid=919671,2020-05-01 19:41:53.929611,2020-05-01 19:41:53.929612,Prathyusha,
 http://www.chicagoreader.com/chicago/witness-to-the-persecution/Content?oid=912339,2020-05-01 19:41:53.929628,2020-05-01 19:41:53.929630,Prathyusha,
 http://www.chicagoreader.com/chicago/life-behind-bars/Content?oid=915580,2020-05-01 19:41:53.929647,2020-05-01 19:41:53.929649,Prathyusha,
 http://www.chicagoreader.com/chicago/carlos-movie-review-carlos-the-jackal/Content?oid=2807078,2020-05-01 19:41:53.929665,2020-05-01 19:41:53.929667,Prathyusha,
 http://www.chicagoreader.com/chicago/getting-personal/Content?oid=886132,2020-05-01 19:41:53.929684,2020-05-01 19:41:53.929686,Prathyusha,
 http://www.chicagoreader.com/chicago/western-culture-coming-and-going/Content?oid=922662,2020-05-01 19:41:53.929710,2020-05-01 19:41:53.929711,Prathyusha,
 http://www.chicagoreader.com/chicago/casualties-of-the-mass-market/Content?oid=889130,2020-05-01 19:41:53.929729,2020-05-01 19:41:53.929730,Prathyusha,
 http://www.chicagoreader.com/chicago/casino-jack-movie-review-kevin-spacey-jack-abramoff/Content?oid=2972126,2020-05-01 19:41:53.929748,2020-05-01 19:41:53.929749,Prathyusha,
 http://www.chicagoreader.com/chicago/the-independent/Content?oid=917341,2020-05-01 19:41:53.929768,2020-05-01 19:41:53.929770,Prathyusha,
 http://www.chicagoreader.com/chicago/hollywood-confidential/Content?oid=908386,2020-05-01 19:41:53.929786,2020-05-01 19:41:53.929787,Prathyusha,
